Character name;Japanese text;English text
<PNAME>;（それじゃ、ボーリング場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the bowling alley then.)
<PNAME>;（それじゃ、ボーリング場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、古式さんを待つか。）;(I'll wait for Koshiki-san at the karaoke club then.)
<PNAME>;（それじゃ、カラオケ屋で、古式さんを待つか。）;(I'll wait for Koshiki-san at the karaoke club then.)
<PNAME>;（それじゃ、遊園地で、古式さんを待つか。）;(I'll wait for Koshiki-san at the amusement park then.)
<PNAME>;（それじゃ、遊園地で、古式さんを待つか。）;(I'll wait for Koshiki-san at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、古式さんを待つか。）;(I'll wait for Koshiki-san at the stadium then.)
<PNAME>;（それじゃ、スタジアムで、古式さんを待つか。）;(I'll wait for Koshiki-san at the stadium then.)
<PNAME>;（それじゃ、映画館で、古式さんを待つか。）;(I'll wait for Koshiki-san at the movie theater then.)
<PNAME>;（それじゃ、映画館で、古式さんを待つか。）;(I'll wait for Koshiki-san at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the concert hall then.)
<PNAME>;（それじゃ、コンサート会場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the concert hall then.)
<PNAME>;（それじゃ、プールで、古式さんを待つか。）;(I'll wait for Koshiki-san at the pool then.)
<PNAME>;（それじゃ、プールで、古式さんを待つか。）;(I'll wait for Koshiki-san at the pool then.)
<PNAME>;（それじゃ、スケート場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the skating rink then.)
<PNAME>;（それじゃ、スケート場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the skating rink then.)
<PNAME>;（それじゃ、海で、古式さんを待つか。）;(I'll wait for Koshiki-san at the beach then.)
<PNAME>;（それじゃ、海で、古式さんを待つか。）;(I'll wait for Koshiki-san at the beach then.)
<PNAME>;（それじゃ、スキー場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the ski resort then.)
<PNAME>;（それじゃ、スキー場で、古式さんを待つか。）;(I'll wait for Koshiki-san at the ski resort then.)
<PNAME>;（それじゃ、神社で、古式さんを待つか。）;(I'll wait for Koshiki-san at the shrine then.)
<PNAME>;（それじゃ、神社で、古式さんを待つか。）;(I'll wait for Koshiki-san at the shrine then.)
<PNAME>;（今日は、清川さんとデートだ）;(I have a date with Kiyokawa-san today.)
<PNAME>;（今日は、清川さんとデートだ）;(I have a date with Kiyokawa-san today.)
<PNAME>;『清川さんのことについて知りたいんだけど。;I'd like to know about Kiyokawa-san.
<PNAME>;『よし、次は、清川とだ。;Alright, next is with Kiyokawa.
<PNAME>;『しばらく清川さんと話し込んだ;(I talked with Kiyokawa-san for a while.)
<PNAME>;『清川さんもいたのか。;Is Kiyokawa-san here too?
<PNAME>;『あっ、今日は、清川さんの誕生日じゃないか。;Ah, isn't today Kiyokawa-san's birthday?
<PNAME>;（もしかして、清川さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've hurt Kiyokawa-san without realizing...)
<PNAME>;『今日の自由行動は、この前の約束通り清川さんと―緒だ。;Today, I'll spend my free time with Kiyokawa-san, as promised.
<PNAME>;『まだ清川さんは、来ていないようだな。;I see Kiyokawa-san hasn't arrived yet.
<PNAME>;（清川さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Kiyokawa-san!)
<PNAME>;（神様、何とぞ清川さんと今以上に仲良くなれますように。）;(God, please help me grow even closer with Kiyokawa-san.)
<PNAME>;（おっ、丁度いいところに清川さんが来たぞ。）;(Oh, Kiyokawa-san arrived just in time.)
<PNAME>;（あっ、清川さん。）;(Oh, Kiyokawa-san.)
<PNAME>;『よし、次は、清川さんとだ;Alright, next is with Kiyokawa-san.
<PNAME>;『よし、次は、清川さんとだ。;Alright, next is with Kiyokawa-san.
<PNAME>;（清川さんを、傷つけたといううわさが、流れてたそうだ。）;(There's a rumor going around that I hurt Kiyokawa-san.)
<PNAME>;（どうやら好雄の話では、俺が清川さんを、傷つけたといううわさが、流れてたそうだ。）;(According to Yoshio, there's a rumor going around that I hurt Kiyokawa-san.)
<PNAME>;（それじゃ、近所の公園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the neighborhood park then.)
<PNAME>;（それじゃ、近所の公園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、きらめき中央公園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the shopping district then.)
<PNAME>;（それじゃ、ショッピング街で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the shopping district then.)
<PNAME>;（それじゃ、水族館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the aquarium then.)
<PNAME>;（それじゃ、水族館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the aquarium then.)
<PNAME>;（それじゃ、動物園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the zoo then.)
<PNAME>;（それじゃ、動物園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the zoo then.)
<PNAME>;（それじゃ、植物園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the botanical garden then.)
<PNAME>;（それじゃ、植物園で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the planetarium then.)
<PNAME>;（それじゃ、プラネタリウムで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the planetarium then.)
<PNAME>;（それじゃ、美術館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the art museum then.)
<PNAME>;（それじゃ、美術館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the art museum then.)
<PNAME>;（それじゃ、図書館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the library then.)
<PNAME>;（それじゃ、図書館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the arcade then.)
<PNAME>;（それじゃ、ゲームセンターで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the bowling alley then.)
<PNAME>;（それじゃ、ボーリング場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the karaoke club then.)
<PNAME>;（それじゃ、カラオケ屋で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the karaoke club then.)
<PNAME>;（それじゃ、遊園地で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the amusement park then.)
<PNAME>;（それじゃ、遊園地で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the stadium then.)
<PNAME>;（それじゃ、スタジアムで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the stadium then.)
<PNAME>;（それじゃ、映画館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the movie theater then.)
<PNAME>;（それじゃ、映画館で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the concert hall then.)
<PNAME>;（それじゃ、コンサート会場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the concert hall then.)
<PNAME>;（それじゃ、プールで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the pool then.)
<PNAME>;（それじゃ、プールで、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the pool then.)
<PNAME>;（それじゃ、スケート場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the skating rink then.)
<PNAME>;（それじゃ、スケート場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the skating rink then.)
<PNAME>;（それじゃ、海で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the beach then.)
<PNAME>;（それじゃ、海で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the beach then.)
<PNAME>;（それじゃ、スキー場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the ski resort then.)
<PNAME>;（それじゃ、スキー場で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the ski resort then.)
<PNAME>;（それじゃ、神社で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the shrine then.)
<PNAME>;（それじゃ、神社で、清川さんを待つか。）;(I'll wait for Kiyokawa-san at the shrine then.)
<PNAME>;（今日は、鏡さんとデートだ）;(I have a date with Kagami-san today.)
<PNAME>;（今日は、鏡さんとデートだ）;(I have a date with Kagami-san today.)
<PNAME>;『鏡さんのことについて知りたいんだけど。;I'd like to know about Kagami-san.
<PNAME>;『よし、次は、鏡とだ。;Alright, next is with Kagami.
<PNAME>;『しばらく鏡さんと話し込んだ;(I talked with Kagami-san for a while.)
<PNAME>;『鏡さんもいたのか。;Is Kagami-san here too?
<PNAME>;『あっ、今日は、鏡さんの誕生日じゃないか。;Ah, isn't today Kagami-san's birthday?
<PNAME>;（もしかして、鏡さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've hurt Kagami-san without realizing...)
<PNAME>;『今日の自由行動は、この前の約束通り鏡さんと―緒だ。;Today, I'll spend my free time with Kagami-san, as promised.
<PNAME>;『まだ鏡さんは、来ていないようだな。;I see Kagami-san hasn't arrived yet.
<PNAME>;（鏡さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Kagami-san!)
<PNAME>;（神様、何とぞ鏡さんと今以上に仲良くなれますように。）;(God, please help me grow even closer with Kagami-san.)
<PNAME>;（おっ、丁度いいところに鏡さんが来たぞ。）;(Oh, Kagami-san arrived just in time.)
<PNAME>;（あっ、鏡さん。）;(Oh, Kagami-san.)
<PNAME>;『よし、次は、鏡さんとだ;Alright, next is with Kagami-san.
<PNAME>;『よし、次は、鏡さんとだ。;Alright, next is with Kagami-san.
<PNAME>;（鏡さんを、傷つけたといううわさが、流れてたそうだ。）;(There's a rumor going around that I hurt Kagami-san.)
<PNAME>;（どうやら好雄の話では、俺が鏡さんを、傷つけたといううわさが、流れてたそうだ。）;(According to Yoshio, there's a rumor going around that I hurt Kagami-san.)
<PNAME>;（それじゃ、近所の公園で、鏡さんを待つか。）;(I'll wait for Kagami-san at the neighborhood park then.)
<PNAME>;（それじゃ、近所の公園で、鏡さんを待つか。）;(I'll wait for Kagami-san at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、鏡さんを待つか。）;(I'll wait for Kagami-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、きらめき中央公園で、鏡さんを待つか。）;(I'll wait for Kagami-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、鏡さんを待つか。）;(I'll wait for Kagami-san at the shopping district then.)
<PNAME>;（それじゃ、ショッピング街で、鏡さんを待つか。）;(I'll wait for Kagami-san at the shopping district then.)
<PNAME>;（それじゃ、水族館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the aquarium then.)
<PNAME>;（それじゃ、水族館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the aquarium then.)
<PNAME>;（それじゃ、動物園で、鏡さんを待つか。）;(I'll wait for Kagami-san at the zoo then.)
<PNAME>;（それじゃ、動物園で、鏡さんを待つか。）;(I'll wait for Kagami-san at the zoo then.)
<PNAME>;（それじゃ、植物園で、鏡さんを待つか。）;(I'll wait for Kagami-san at the botanical garden then.)
<PNAME>;（それじゃ、植物園で、鏡さんを待つか。）;(I'll wait for Kagami-san at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、鏡さんを待つか。）;(I'll wait for Kagami-san at the planetarium then.)
<PNAME>;（それじゃ、プラネタリウムで、鏡さんを待つか。）;(I'll wait for Kagami-san at the planetarium then.)
<PNAME>;（それじゃ、美術館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the art museum then.)
<PNAME>;（それじゃ、美術館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the art museum then.)
<PNAME>;（それじゃ、図書館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the library then.)
<PNAME>;（それじゃ、図書館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、鏡さんを待つか。）;(I'll wait for Kagami-san at the arcade then.)
<PNAME>;（それじゃ、ゲームセンターで、鏡さんを待つか。）;(I'll wait for Kagami-san at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the bowling alley then.)
<PNAME>;（それじゃ、ボーリング場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、鏡さんを待つか。）;(I'll wait for Kagami-san at the karaoke club then.)
<PNAME>;（それじゃ、カラオケ屋で、鏡さんを待つか。）;(I'll wait for Kagami-san at the karaoke club then.)
<PNAME>;（それじゃ、遊園地で、鏡さんを待つか。）;(I'll wait for Kagami-san at the amusement park then.)
<PNAME>;（それじゃ、遊園地で、鏡さんを待つか。）;(I'll wait for Kagami-san at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、鏡さんを待つか。）;(I'll wait for Kagami-san at the stadium then.)
<PNAME>;（それじゃ、スタジアムで、鏡さんを待つか。）;(I'll wait for Kagami-san at the stadium then.)
<PNAME>;（それじゃ、映画館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the movie theater then.)
<PNAME>;（それじゃ、映画館で、鏡さんを待つか。）;(I'll wait for Kagami-san at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the concert hall then.)
<PNAME>;（それじゃ、コンサート会場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the concert hall then.)
<PNAME>;（それじゃ、プールで、鏡さんを待つか。）;(I'll wait for Kagami-san at the pool then.)
<PNAME>;（それじゃ、プールで、鏡さんを待つか。）;(I'll wait for Kagami-san at the pool then.)
<PNAME>;（それじゃ、スケート場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the skating rink then.)
<PNAME>;（それじゃ、スケート場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the skating rink then.)
<PNAME>;（それじゃ、海で、鏡さんを待つか。）;(I'll wait for Kagami-san at the beach then.)
<PNAME>;（それじゃ、海で、鏡さんを待つか。）;(I'll wait for Kagami-san at the beach then.)
<PNAME>;（それじゃ、スキー場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the ski resort then.)
<PNAME>;（それじゃ、スキー場で、鏡さんを待つか。）;(I'll wait for Kagami-san at the ski resort then.)
<PNAME>;（それじゃ、神社で、鏡さんを待つか。）;(I'll wait for Kagami-san at the shrine then.)
<PNAME>;（それじゃ、神社で、鏡さんを待つか。）;(I'll wait for Kagami-san at the shrine then.)
<PNAME>;（今日は、朝日奈さんとデートだ）;(I have a date with Asahina-san today.)
<PNAME>;（今日は、朝日奈さんとデートだ）;(I have a date with Asahina-san today.)
<PNAME>;『朝日奈さんのことについて知りたいんだけど。;I'd like to know about Asahina-san.
<PNAME>;『よし、次は、朝日奈とだ。;Alright, next is with Asahina.
<PNAME>;『しばらく朝日奈さんと話し込んだ;(I talked with Asahina-san for a while.)
<PNAME>;『朝日奈さんもいたのか。;Is Asahina-san here too?
<PNAME>;『あっ、今日は、朝日奈さんの誕生日じゃないか。;Ah, isn't today Asahina-san's birthday?
<PNAME>;（もしかして、朝日奈さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've hurt Asahina-san without realizing...)
<PNAME>;『今日の自由行動は、この前の約束通り朝日奈さんと―緒だ。;Today, I'll spend my free time with Asahina-san, as promised.
<PNAME>;『まだ朝日奈さんは、来ていないようだな。;I see Asahina-san hasn't arrived yet.
<PNAME>;（朝日奈さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Asahina-san!)
<PNAME>;（神様、何とぞ朝日奈さんと今以上に仲良くなれますように。）;(God, please help me grow even closer with Asahina-san.)
<PNAME>;（おっ、丁度いいところに朝日奈さんが来たぞ。）;(Oh, Asahina-san arrived just in time.)
<PNAME>;（あっ、朝日奈さん。）;(Oh, Asahina-san.)
<PNAME>;『よし、次は、朝日奈さんとだ;Alright, next is with Asahina-san.
<PNAME>;『よし、次は、朝日奈さんとだ。;Alright, next is with Asahina-san.
<PNAME>;（朝日奈さんを、傷つけたといううわさが、流れてたそうだ。）;(There's a rumor going around that I hurt Asahina-san.)
<PNAME>;（どうやら好雄の話では、俺が朝日奈さんを、傷つけたといううわさが、流れてたそうだ。）;(According to Yoshio, there's a rumor going around that I hurt Asahina-san.)
<PNAME>;（それじゃ、近所の公園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the neighborhood park then.)
<PNAME>;（それじゃ、近所の公園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、きらめき中央公園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the shopping district then.)
<PNAME>;（それじゃ、ショッピング街で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the shopping district then.)
<PNAME>;（それじゃ、水族館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the aquarium then.)
<PNAME>;（それじゃ、水族館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the aquarium then.)
<PNAME>;（それじゃ、動物園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the zoo then.)
<PNAME>;（それじゃ、動物園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the zoo then.)
<PNAME>;（それじゃ、植物園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the botanical garden then.)
<PNAME>;（それじゃ、植物園で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the planetarium then.)
<PNAME>;（それじゃ、プラネタリウムで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the planetarium then.)
<PNAME>;（それじゃ、美術館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the art museum then.)
<PNAME>;（それじゃ、美術館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the art museum then.)
<PNAME>;（それじゃ、図書館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the library then.)
<PNAME>;（それじゃ、図書館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the arcade then.)
<PNAME>;（それじゃ、ゲームセンターで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the bowling alley then.)
<PNAME>;（それじゃ、ボーリング場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the karaoke club then.)
<PNAME>;（それじゃ、カラオケ屋で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the karaoke club then.)
<PNAME>;（それじゃ、遊園地で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the amusement park then.)
<PNAME>;（それじゃ、遊園地で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the stadium then.)
<PNAME>;（それじゃ、スタジアムで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the stadium then.)
<PNAME>;（それじゃ、映画館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the movie theater then.)
<PNAME>;（それじゃ、映画館で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the concert hall then.)
<PNAME>;（それじゃ、コンサート会場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the concert hall then.)
<PNAME>;（それじゃ、プールで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the pool then.)
<PNAME>;（それじゃ、プールで、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the pool then.)
<PNAME>;（それじゃ、スケート場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the skating rink then.)
<PNAME>;（それじゃ、スケート場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the skating rink then.)
<PNAME>;（それじゃ、海で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the beach then.)
<PNAME>;（それじゃ、海で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the beach then.)
<PNAME>;（それじゃ、スキー場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the ski resort then.)
<PNAME>;（それじゃ、スキー場で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the ski resort then.)
<PNAME>;（それじゃ、神社で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the shrine then.)
<PNAME>;（それじゃ、神社で、朝日奈さんを待つか。）;(I'll wait for Asahina-san at the shrine then.)
<PNAME>;（今日は、美樹原さんとデートだ）;(I have a date with Mikihara-san today.)
<PNAME>;（今日は、美樹原さんとデートだ）;(I have a date with Mikihara-san today.)
<PNAME>;『美樹原さんのことについて知りたいんだけど。;I'd like to know about Mikihara-san.
<PNAME>;『よし、次は、美樹原とだ。;Alright, next is with Mikihara.
<PNAME>;『しばらく美樹原さんと話し込んだ;(I talked with Mikihara-san for a while.)
<PNAME>;『美樹原さんもいたのか。;Is Mikihara-san here too?
<PNAME>;『あっ、今日は、美樹原さんの誕生日じゃないか。;Ah, isn't today Mikihara-san's birthday?
<PNAME>;（もしかして、美樹原さんを知らず知らずのうちに傷つけてたのかな⋯。）;(Maybe I've hurt Mikihara-san without realizing...)
<PNAME>;『今日の自由行動は、この前の約束通り美樹原さんと―緒だ。;Today, I'll spend my free time with Mikihara-san, as promised.
<PNAME>;『まだ美樹原さんは、来ていないようだな。;I see Mikihara-san hasn't arrived yet.
<PNAME>;（美樹原さんにプレゼントをもらえるなんて、おれは幸せ者だー！）;(I'm so lucky to get a present from Mikihara-san!)
<PNAME>;（神様、何とぞ美樹原さんと今以上に仲良くなれますように。）;(God, please help me grow even closer with Mikihara-san.)
<PNAME>;（おっ、丁度いいところに美樹原さんが来たぞ。）;(Oh, Mikihara-san arrived just in time.)
<PNAME>;（あっ、美樹原さん。）;(Oh, Mikihara-san.)
<PNAME>;『よし、次は、美樹原さんとだ;Alright, next is with Mikihara-san.
<PNAME>;『よし、次は、美樹原さんとだ。;Alright, next is with Mikihara-san.
<PNAME>;（美樹原さんを、傷つけたといううわさが、流れてたそうだ。）;(There's a rumor going around that I hurt Mikihara-san.)
<PNAME>;（どうやら好雄の話では、俺が美樹原さんを、傷つけたといううわさが、流れてたそうだ。）;(According to Yoshio, there's a rumor going around that I hurt Mikihara-san.)
<PNAME>;（それじゃ、近所の公園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the neighborhood park then.)
<PNAME>;（それじゃ、近所の公園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the neighborhood park then.)
<PNAME>;（それじゃ、きらめき中央公園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、きらめき中央公園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at Kirameki Central Park then.)
<PNAME>;（それじゃ、ショッピング街で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the shopping district then.)
<PNAME>;（それじゃ、ショッピング街で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the shopping district then.)
<PNAME>;（それじゃ、水族館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the aquarium then.)
<PNAME>;（それじゃ、水族館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the aquarium then.)
<PNAME>;（それじゃ、動物園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the zoo then.)
<PNAME>;（それじゃ、動物園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the zoo then.)
<PNAME>;（それじゃ、植物園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the botanical garden then.)
<PNAME>;（それじゃ、植物園で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the botanical garden then.)
<PNAME>;（それじゃ、プラネタリウムで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the planetarium then.)
<PNAME>;（それじゃ、プラネタリウムで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the planetarium then.)
<PNAME>;（それじゃ、美術館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the art museum then.)
<PNAME>;（それじゃ、美術館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the art museum then.)
<PNAME>;（それじゃ、図書館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the library then.)
<PNAME>;（それじゃ、図書館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the library then.)
<PNAME>;（それじゃ、ゲームセンターで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the arcade then.)
<PNAME>;（それじゃ、ゲームセンターで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the arcade then.)
<PNAME>;（それじゃ、ボーリング場で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the bowling alley then.)
<PNAME>;（それじゃ、ボーリング場で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the bowling alley then.)
<PNAME>;（それじゃ、カラオケ屋で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the karaoke club then.)
<PNAME>;（それじゃ、カラオケ屋で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the karaoke club then.)
<PNAME>;（それじゃ、遊園地で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the amusement park then.)
<PNAME>;（それじゃ、遊園地で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the amusement park then.)
<PNAME>;（それじゃ、スタジアムで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the stadium then.)
<PNAME>;（それじゃ、スタジアムで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the stadium then.)
<PNAME>;（それじゃ、映画館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the movie theater then.)
<PNAME>;（それじゃ、映画館で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the movie theater then.)
<PNAME>;（それじゃ、コンサート会場で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the concert hall then.)
<PNAME>;（それじゃ、コンサート会場で、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the concert hall then.)
<PNAME>;（それじゃ、プールで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the pool then.)
<PNAME>;（それじゃ、プールで、美樹原さんを待つか。）;(I'll wait for Mikihara-san at the pool then.)
